date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-01-01,2846.26,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-01-01,1596.24,Freelance,Freelance,Freelance project payment,Client A,income,5
2024-01-01,6.48,Food & Dining,Coffee,Dinner,McDonalds,expense,5
2024-01-02,10.54,Transportation,Uber/Lyft,Car payment,Honda Finance,expense,5
2024-01-03,7.44,Entertainment,Music,Movie tickets,Steam,expense,5
2024-01-05,5.04,Entertainment,Movies,Movie tickets,PlayStation Store,expense,5
2024-01-05,39.4,Other,Other,Key yes down despite.,Franklin Ltd,expense,5
2024-01-07,143.76,Healthcare,Pharmacy,Insurance,Dental Associates,expense,5
2024-01-08,25.35,Other,Other,Chance bar deep.,"Frazier, Robinson and Cuevas",expense,5
2024-01-09,41.85,Transportation,Public Transit,Parking fee,Shell,expense,5
2024-01-09,45.44,Transportation,Parking,Gas fill-up,Uber,expense,5
2024-01-09,124.48,Utilities,Phone,Phone bill,AT&T,expense,5
2024-01-09,12.51,Shopping,Books,Retail shopping,Macys,expense,5
2024-01-10,26.74,Subscription,Subscription,So product market might place.,Cain PLC,expense,5
2024-01-11,20.56,Bank Fee,Bank Fee,Pick grow plan such should.,Brown-Allen,expense,5
2024-01-12,16.39,Entertainment,Streaming,Concert,Spotify,expense,5
2024-01-15,2974.99,Salary,Salary,Monthly salary payment,Tech Corp,income,5
2024-01-15,16.24,Entertainment,Streaming,Subscription,PlayStation Store,expense,5
2024-01-15,101.66,Healthcare,Pharmacy,Insurance,Dental Associates,expense,5
2024-01-16,5.64,Subscription,Subscription,I clear.,"Wagner, Maldonado and Gray",expense,5
2024-01-16,11.02,Other,Other,Himself degree win effort.,Wilson-James,expense,5
2024-01-17,88.18,Healthcare,Doctor Visit,Doctor visit,Kaiser Permanente,expense,5
2024-01-18,40.46,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,5
2024-01-18,16.49,Subscription,Subscription,Ground someone process traditional.,Branch-Ortiz,expense,5
2024-01-19,26.72,Transportation,Gas,Car payment,Honda Finance,expense,5
2024-01-19,25.96,Shopping,Electronics,Retail shopping,Target,expense,5
2024-01-20,1128.71,Housing,Property Tax,Mortgage payment,Landlord,expense,5
2024-01-20,6.9,Subscription,Subscription,Process far movie.,Owens PLC,expense,5
2024-01-21,28.88,Shopping,Clothing,Personal items,Walgreens,expense,5
2024-01-21,32.51,Other,Other,Nation morning religious.,"Sandoval, Salinas and Brown",expense,5
2024-01-22,28.27,Shopping,Clothing,Online purchase,CVS,expense,5
2024-01-24,14.7,Subscription,Subscription,Difficult stay benefit system drug.,Palmer-Jefferson,expense,5
2024-01-24,7.28,Other,Other,Century through church.,Parker and Sons,expense,5
2024-01-25,16.58,Entertainment,Music,Subscription,PlayStation Store,expense,5
2024-01-27,1182.0,Housing,HOA Fees,Rent payment,Bank of America,expense,5
2024-01-27,28.21,Food & Dining,Groceries,Grocery shopping,McDonalds,expense,5
2024-01-29,5.23,Entertainment,Streaming,Subscription,Steam,expense,5
2024-01-30,26.82,Food & Dining,Fast Food,Grocery shopping,McDonalds,expense,5
2024-01-30,34.41,Transportation,Gas,Car payment,Metro,expense,5
2024-01-31,33.28,Shopping,Personal Care,Personal items,Target,expense,5
2024-01-31,26.98,Subscription,Subscription,Out investment have three single.,Brown-Newman,expense,5
2024-02-01,2836.04,Salary,Salary,Monthly salary payment,Tech Corp,income,5
2024-02-03,13.01,Entertainment,Streaming,Movie tickets,Netflix,expense,5
2024-02-03,21.03,Other,Other,International sell occur agreement alone.,Cannon Inc,expense,5
2024-02-04,19.01,Shopping,Personal Care,Retail shopping,Target,expense,5
2024-02-06,23.89,Food & Dining,Coffee,Lunch,DoorDash,expense,5
2024-02-06,99.19,Healthcare,Pharmacy,Prescription,Dental Associates,expense,5
2024-02-07,14.16,Food & Dining,Delivery,Coffee,McDonalds,expense,5
2024-02-07,19.13,Other,Other,First air something.,"Johnson, Smith and Floyd",expense,5
2024-02-08,46.34,ATM Fee,ATM Fee,Hit out majority stay.,Rodriguez Ltd,expense,5
2024-02-08,40.44,Bank Fee,Bank Fee,Large sit great.,Kennedy-Hogan,expense,5
2024-02-11,31.5,Transportation,Gas,Gas fill-up,Honda Finance,expense,5
2024-02-14,122.93,Healthcare,Doctor Visit,Prescription,Kaiser Permanente,expense,5
2024-02-15,2726.29,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-02-15,34.31,Shopping,Personal Care,Retail shopping,Amazon,expense,5
2024-02-16,23.48,Subscription,Subscription,Sometimes expect worry white animal.,Gibson-Davis,expense,5
2024-02-18,20.86,Entertainment,Streaming,Subscription,PlayStation Store,expense,5
2024-02-19,1134.69,Housing,HOA Fees,Mortgage payment,Property Manager,expense,5
2024-02-19,24.39,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,5
2024-02-19,22.53,Bank Fee,Bank Fee,Mr nothing standard about summer.,Wilson-Perkins,expense,5
2024-02-20,39.27,Transportation,Car Payment,Gas fill-up,Lyft,expense,5
2024-02-20,15.77,Entertainment,Sports,Subscription,AMC Theaters,expense,5
2024-02-22,21.69,Food & Dining,Groceries,Grocery shopping,DoorDash,expense,5
2024-02-22,16.2,Food & Dining,Groceries,Grocery shopping,Uber Eats,expense,5
2024-02-22,18.93,ATM Fee,ATM Fee,Station such.,Miller-Hansen,expense,5
2024-02-23,11.67,Food & Dining,Delivery,Dinner,Whole Foods,expense,5
2024-02-23,11.95,Entertainment,Movies,Subscription,PlayStation Store,expense,5
2024-02-25,1174.98,Housing,Rent,Mortgage payment,Home Depot,expense,5
2024-02-25,198.11,Utilities,Phone,Electric bill,Verizon,expense,5
2024-02-25,4.96,Entertainment,Streaming,Movie tickets,AMC Theaters,expense,5
2024-02-25,4.77,Entertainment,Streaming,Movie tickets,AMC Theaters,expense,5
2024-02-26,1109.65,Housing,Rent,Property maintenance,Home Depot,expense,5
2024-02-26,29.13,Shopping,Clothing,Online purchase,CVS,expense,5
2024-02-28,165.18,Utilities,Phone,Electric bill,AT&T,expense,5
2024-02-29,28.22,Food & Dining,Groceries,Coffee,Starbucks,expense,5
2024-03-01,2815.44,Salary,Salary,Monthly salary payment,Healthcare LLC,income,5
2024-03-01,56.61,Transportation,Car Payment,Parking fee,Metro,expense,5
2024-03-02,5.44,Entertainment,Streaming,Movie tickets,Spotify,expense,5
2024-03-02,20.28,Bank Fee,Bank Fee,Born laugh no word.,"Bridges, Rodriguez and Lopez",expense,5
2024-03-04,35.2,Food & Dining,Groceries,Grocery shopping,Chipotle,expense,5
2024-03-05,42.28,Bank Fee,Bank Fee,Oil affect.,Flores-Graham,expense,5
2024-03-06,32.1,Bank Fee,Bank Fee,My more much trial know.,Williams-Ray,expense,5
2024-03-07,1182.58,Housing,Property Tax,Mortgage payment,Home Depot,expense,5
2024-03-09,131.16,Healthcare,Doctor Visit,Insurance,CVS Pharmacy,expense,5
2024-03-11,180.33,Utilities,Internet,Electric bill,Water Company,expense,5
2024-03-11,12.98,Entertainment,Streaming,Movie tickets,Steam,expense,5
2024-03-11,3.98,Entertainment,Movies,Concert,Steam,expense,5
2024-03-14,16.96,Food & Dining,Coffee,Lunch,Safeway,expense,5
2024-03-15,2907.33,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-03-15,11.14,Subscription,Subscription,Go song just.,"Trevino, Chan and Benjamin",expense,5
2024-03-17,9.77,Transportation,Uber/Lyft,Parking fee,Shell,expense,5
2024-03-17,15.77,Shopping,Personal Care,Personal items,Best Buy,expense,5
2024-03-18,30.31,Food & Dining,Fast Food,Lunch,McDonalds,expense,5
2024-03-19,36.95,Food & Dining,Fast Food,Lunch,Safeway,expense,5
2024-03-20,30.29,Shopping,Home Goods,Personal items,Macys,expense,5
2024-03-20,45.31,Other,Other,Remain compare chair.,Gray-Davis,expense,5
2024-03-22,1107.99,Housing,Maintenance,Mortgage payment,Home Depot,expense,5
2024-03-22,19.12,Shopping,Clothing,Personal items,Amazon,expense,5
2024-03-23,109.71,Utilities,Electric,Electric bill,Comcast,expense,5
2024-03-24,20.66,ATM Fee,ATM Fee,Wife play against gas.,Murphy LLC,expense,5
2024-03-26,35.94,Transportation,Car Payment,Parking fee,Lyft,expense,5
2024-03-26,5.39,Entertainment,Movies,Concert,Netflix,expense,5
2024-03-26,14.54,ATM Fee,ATM Fee,As relate night participant.,Gonzales-Rogers,expense,5
2024-03-27,126.49,Utilities,Water,Phone bill,Water Company,expense,5
2024-03-27,6.25,Shopping,Clothing,Retail shopping,Amazon,expense,5
2024-03-27,141.17,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,5
2024-03-28,1101.59,Housing,HOA Fees,Mortgage payment,Wells Fargo,expense,5
2024-03-29,15.18,Food & Dining,Delivery,Dinner,Chipotle,expense,5
2024-03-29,117.28,Healthcare,Dental,Doctor visit,Kaiser Permanente,expense,5
2024-03-30,5.89,Entertainment,Music,Movie tickets,Steam,expense,5
2024-04-01,2858.41,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-04-03,15.12,Subscription,Subscription,Citizen down fish.,Johnson-Garza,expense,5
2024-04-04,29.24,Shopping,Home Goods,Retail shopping,CVS,expense,5
2024-04-08,126.69,Healthcare,Insurance Premium,Insurance,Kaiser Permanente,expense,5
2024-04-08,30.63,ATM Fee,ATM Fee,Realize happy staff sort together.,Bennett-Flores,expense,5
2024-04-08,23.9,ATM Fee,ATM Fee,Try son else herself line.,"Sullivan, Duncan and Peterson",expense,5
2024-04-08,37.08,Other,Other,South dream central whose concern.,"Galvan, Cunningham and Taylor",expense,5
2024-04-09,86.11,Healthcare,Insurance Premium,Insurance,CVS Pharmacy,expense,5
2024-04-10,40.05,Food & Dining,Restaurants,Grocery shopping,Starbucks,expense,5
2024-04-10,14.5,Entertainment,Sports,Concert,PlayStation Store,expense,5
2024-04-10,42.92,ATM Fee,ATM Fee,Director thing not approach third.,Mendez PLC,expense,5
2024-04-11,40.38,Food & Dining,Delivery,Lunch,McDonalds,expense,5
2024-04-11,26.2,Transportation,Parking,Car payment,Chevron,expense,5
2024-04-11,134.75,Utilities,Water,Phone bill,Water Company,expense,5
2024-04-11,9.88,Shopping,Electronics,Online purchase,Best Buy,expense,5
2024-04-12,1145.93,Housing,Mortgage,Rent payment,Bank of America,expense,5
2024-04-12,14.32,Entertainment,Gaming,Subscription,PlayStation Store,expense,5
2024-04-13,35.97,ATM Fee,ATM Fee,Event agency fund machine.,"Farmer, Lopez and Ross",expense,5
2024-04-14,19.33,Transportation,Gas,Gas fill-up,Honda Finance,expense,5
2024-04-14,20.92,Subscription,Subscription,No piece study heavy.,Webb-Butler,expense,5
2024-04-15,2969.79,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-04-15,17.55,Shopping,Electronics,Retail shopping,Walgreens,expense,5
2024-04-15,18.3,Subscription,Subscription,Catch east.,Brown PLC,expense,5
2024-04-16,42.41,Bank Fee,Bank Fee,That change all.,"Horton, Sullivan and Torres",expense,5
2024-04-17,33.21,Food & Dining,Groceries,Dinner,Chipotle,expense,5
2024-04-17,15.06,Bank Fee,Bank Fee,Market already degree public.,"Carpenter, Hammond and Allen",expense,5
2024-04-19,18.72,Food & Dining,Restaurants,Lunch,Whole Foods,expense,5
2024-04-19,130.92,Utilities,Water,Internet bill,Verizon,expense,5
2024-04-20,120.51,Healthcare,Dental,Insurance,Dental Associates,expense,5
2024-04-21,49.28,Subscription,Subscription,Although forget thing interview.,"Williams, Dixon and Mcdonald",expense,5
2024-04-22,10.12,Transportation,Public Transit,Gas fill-up,Metro,expense,5
2024-04-22,19.43,Subscription,Subscription,Parent tree.,Banks-Cantu,expense,5
2024-04-23,1144.17,Housing,Rent,Property maintenance,Property Manager,expense,5
2024-04-23,38.99,Food & Dining,Delivery,Lunch,Chipotle,expense,5
2024-04-24,32.39,Other,Other,Allow hold final smile.,Russell PLC,expense,5
2024-04-25,10.73,Entertainment,Movies,Concert,Steam,expense,5
2024-04-25,30.35,Bank Fee,Bank Fee,Science hour need rise.,"Ramirez, Miles and Snow",expense,5
2024-04-27,34.52,Transportation,Car Payment,Parking fee,Lyft,expense,5
2024-04-27,32.1,Shopping,Home Goods,Personal items,Best Buy,expense,5
2024-04-28,5.11,Subscription,Subscription,Citizen detail particular.,Torres-Riley,expense,5
2024-04-29,16.63,Shopping,Home Goods,Online purchase,Macys,expense,5
2024-04-29,12.06,Shopping,Home Goods,Online purchase,Target,expense,5
2024-05-01,2926.87,Salary,Salary,Monthly salary payment,Tech Corp,income,5
2024-05-01,1055.74,Freelance,Freelance,Freelance project payment,Client A,income,5
2024-05-01,17.06,Entertainment,Sports,Subscription,PlayStation Store,expense,5
2024-05-02,18.6,Entertainment,Music,Concert,Spotify,expense,5
2024-05-02,20.08,Shopping,Electronics,Personal items,Amazon,expense,5
2024-05-02,47.12,ATM Fee,ATM Fee,Former market also challenge.,"Carson, Jackson and Tyler",expense,5
2024-05-02,41.99,Other,Other,My prevent.,Baker Inc,expense,5
2024-05-03,42.8,Subscription,Subscription,Food reduce serious fly.,Flowers-Bishop,expense,5
2024-05-05,29.63,Transportation,Car Payment,Car payment,Honda Finance,expense,5
2024-05-05,9.9,Other,Other,Source commercial.,Rodriguez Ltd,expense,5
2024-05-09,19.26,Other,Other,Free if son mean.,Gonzalez Inc,expense,5
2024-05-10,6.63,Shopping,Electronics,Online purchase,Walgreens,expense,5
2024-05-10,30.89,Bank Fee,Bank Fee,General hold.,"Brown, Mueller and Wheeler",expense,5
2024-05-11,36.25,Transportation,Public Transit,Parking fee,Uber,expense,5
2024-05-12,35.98,Transportation,Uber/Lyft,Gas fill-up,Metro,expense,5
2024-05-13,143.4,Utilities,Gas,Electric bill,Verizon,expense,5
2024-05-14,19.24,Entertainment,Sports,Subscription,PlayStation Store,expense,5
2024-05-15,2784.63,Salary,Salary,Monthly salary payment,Healthcare LLC,income,5
2024-05-15,39.36,Subscription,Subscription,Performance article subject end.,"Lee, Robinson and Johnson",expense,5
2024-05-16,16.96,Shopping,Personal Care,Personal items,Amazon,expense,5
2024-05-16,143.91,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,5
2024-05-16,35.56,Subscription,Subscription,Before or this.,"Daugherty, White and Ortiz",expense,5
2024-05-17,21.15,Food & Dining,Groceries,Dinner,Chipotle,expense,5
2024-05-18,1176.89,Housing,HOA Fees,Rent payment,Wells Fargo,expense,5
2024-05-20,11.27,Transportation,Public Transit,Gas fill-up,Honda Finance,expense,5
2024-05-20,34.64,Subscription,Subscription,Laugh there enter more.,Murray-Garcia,expense,5
2024-05-22,14.77,Other,Other,Nation understand join.,"Brown, Santiago and Moore",expense,5
2024-05-23,6.74,Entertainment,Sports,Movie tickets,Spotify,expense,5
2024-05-26,3.53,Entertainment,Streaming,Movie tickets,PlayStation Store,expense,5
2024-05-28,42.73,Subscription,Subscription,Industry news military assume.,"Jackson, Ritter and Parker",expense,5
2024-05-29,12.58,Food & Dining,Restaurants,Coffee,Uber Eats,expense,5
2024-05-29,50.94,Transportation,Public Transit,Gas fill-up,Chevron,expense,5
2024-05-31,38.76,Food & Dining,Delivery,Dinner,Starbucks,expense,5
2024-06-01,2741.9,Salary,Salary,Monthly salary payment,Tech Corp,income,5
2024-06-01,36.5,Food & Dining,Coffee,Grocery shopping,Starbucks,expense,5
2024-06-01,109.6,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,5
2024-06-02,53.91,Transportation,Public Transit,Gas fill-up,Uber,expense,5
2024-06-02,9.84,Subscription,Subscription,Probably after.,"Gardner, Johnston and Carlson",expense,5
2024-06-02,45.95,Other,Other,Attack shake three.,Sanford-Mann,expense,5
2024-06-03,32.42,Shopping,Home Goods,Personal items,CVS,expense,5
2024-06-04,19.77,Transportation,Gas,Parking fee,Shell,expense,5
2024-06-05,1102.15,Housing,Maintenance,Mortgage payment,Wells Fargo,expense,5
2024-06-05,177.34,Utilities,Water,Phone bill,Water Company,expense,5
2024-06-05,23.18,Other,Other,Follow bring sort attorney.,Dillon LLC,expense,5
2024-06-09,24.85,Transportation,Uber/Lyft,Car payment,Lyft,expense,5
2024-06-10,28.22,ATM Fee,ATM Fee,Opportunity couple.,"Holt, Nguyen and Owens",expense,5
2024-06-10,31.92,ATM Fee,ATM Fee,Night type common.,Hernandez-Harris,expense,5
2024-06-11,22.27,Subscription,Subscription,Conference base true.,"Nelson, Smith and Mack",expense,5
2024-06-11,25.15,Subscription,Subscription,Themselves coach difficult major.,Henderson PLC,expense,5
2024-06-12,14.01,Shopping,Personal Care,Personal items,Target,expense,5
2024-06-12,130.14,Healthcare,Pharmacy,Prescription,Dental Associates,expense,5
2024-06-12,34.33,Other,Other,Account Mrs.,"Ortiz, Thomas and Mendoza",expense,5
2024-06-14,17.61,Entertainment,Music,Subscription,Spotify,expense,5
2024-06-14,5.16,Entertainment,Music,Movie tickets,AMC Theaters,expense,5
2024-06-14,82.38,Healthcare,Insurance Premium,Prescription,Kaiser Permanente,expense,5
2024-06-15,2933.05,Salary,Salary,Monthly salary payment,Tech Corp,income,5
2024-06-16,7.38,Food & Dining,Delivery,Coffee,Starbucks,expense,5
2024-06-17,10.08,Entertainment,Music,Concert,Spotify,expense,5
2024-06-20,35.59,Transportation,Uber/Lyft,Car payment,Shell,expense,5
2024-06-20,20.47,Entertainment,Sports,Movie tickets,AMC Theaters,expense,5
2024-06-20,26.93,Subscription,Subscription,Green know meet book.,Knight-Joseph,expense,5
2024-06-21,48.53,ATM Fee,ATM Fee,Skill get.,"Lee, Chase and Finley",expense,5
2024-06-22,24.2,Transportation,Public Transit,Car payment,Honda Finance,expense,5
2024-06-23,16.48,Subscription,Subscription,Season father brother shoulder.,Reynolds-Morales,expense,5
2024-06-23,42.93,ATM Fee,ATM Fee,Relate huge.,Lopez Inc,expense,5
2024-06-24,14.13,Transportation,Parking,Parking fee,Chevron,expense,5
2024-06-26,30.74,Food & Dining,Delivery,Dinner,DoorDash,expense,5
2024-06-26,23.5,Shopping,Clothing,Personal items,Walgreens,expense,5
2024-06-27,9.11,Food & Dining,Groceries,Dinner,Starbucks,expense,5
2024-06-28,9.88,Food & Dining,Delivery,Coffee,McDonalds,expense,5
2024-06-28,21.13,Entertainment,Movies,Subscription,Steam,expense,5
2024-06-29,34.98,Shopping,Books,Online purchase,CVS,expense,5
2024-06-30,42.3,Subscription,Subscription,Court story health east.,"Stevens, Mitchell and Foster",expense,5
2024-07-01,2821.56,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-07-01,36.87,Transportation,Public Transit,Gas fill-up,Shell,expense,5
2024-07-01,33.59,Shopping,Electronics,Retail shopping,Amazon,expense,5
2024-07-01,29.57,Shopping,Clothing,Personal items,Best Buy,expense,5
2024-07-01,38.9,Subscription,Subscription,Election certain sometimes fire.,"Alexander, Schultz and Blair",expense,5
2024-07-01,49.48,Bank Fee,Bank Fee,Ask none price.,Odom Ltd,expense,5
2024-07-02,26.84,Food & Dining,Delivery,Lunch,DoorDash,expense,5
2024-07-02,5.44,Entertainment,Sports,Movie tickets,Steam,expense,5
2024-07-02,11.33,Shopping,Books,Personal items,Target,expense,5
2024-07-03,18.88,Transportation,Car Payment,Parking fee,Metro,expense,5
2024-07-03,24.86,Other,Other,Position sea.,Kennedy-Faulkner,expense,5
2024-07-04,26.29,Other,Other,Read task me level.,Gardner-Lynch,expense,5
2024-07-05,42.92,Transportation,Gas,Car payment,Chevron,expense,5
2024-07-05,182.11,Utilities,Electric,Electric bill,Water Company,expense,5
2024-07-06,24.82,Food & Dining,Delivery,Coffee,Uber Eats,expense,5
2024-07-06,17.92,ATM Fee,ATM Fee,Firm stay wide smile raise.,Herrera Group,expense,5
2024-07-07,27.02,Subscription,Subscription,Recently though know I animal.,"Nicholson, Small and Mason",expense,5
2024-07-10,27.61,Transportation,Uber/Lyft,Car payment,Chevron,expense,5
2024-07-11,7.56,ATM Fee,ATM Fee,Very skin need.,Scott and Sons,expense,5
2024-07-13,13.8,Entertainment,Sports,Movie tickets,AMC Theaters,expense,5
